New Line No. ,New line no.,Current System Organ Class (SOC) Term,Current SOC Key,Current High Level Term (HLT),Current HLT Key,Current Preferred Term (PT),Current PT Key,Current Low Level Term (LLT),Current LLT Key,Current Term Type
1536,400952,Neoplasia,2913,Skin and appendages neoplasms,146,Papilloma,558,Papillomatosis,952,C
1537,401199,Neoplasia,2913,Skin and appendages neoplasms,146,Papilloma,558,Wart,1199,C
1538,400922,Neoplasia,2913,Skin and appendages neoplasms,146,Skin and/or appendage neoplasm NOS,559,Skin and/or appendage neoplasm NOS,922,C
1539,400923,Neoplasia,2913,Skin and appendages neoplasms,146,Skin and/or appendage neoplasm NOS,559,Skin tumour NOS,923,C
1540,400921,Neoplasia,2913,Skin and appendages neoplasms,146,Skin sarcoma NOS,1188,Skin sarcoma NOS,921,C
1541,400742,Neoplasia,2913,Urinary tract neoplasms,111,Urinary tract neoplasm NOS,441,Urinary tract neoplasm NOS,742,C
1548,400410,Neurological disorders,14,Central nervous system disorders,94,Amaurosis,662,Amaurosis (see also PT Impaired vision),410,C
1549,400628,Neurological disorders,14,Central nervous system disorders,94,Central nervous system depression,388,Central nervous system depression,628,C
1550,400629,Neurological disorders,14,Central nervous system disorders,94,Central nervous system disorder NOS,389,Brain damage NOS,629,C
1551,401356,Neurological disorders,14,Central nervous system disorders,94,Central nervous system disorder NOS,389,Brain disorder NOS,1356,C
1552,400631,Neurological disorders,14,Central nervous system disorders,94,Central nervous system disorder NOS,389,Central nervous system disorder NOS,631,C
1553,402400,Neurological disorders,14,Central nervous system disorders,94,Central nervous system disorder NOS,389,Extrapyramidal syndrome,2400,C
1554,402469,Neurological disorders,14,Central nervous system disorders,94,Central nervous system disorder NOS,389,Fly biting behaviour,2469,C
1555,402523,Neurological disorders,14,Central nervous system disorders,94,Central nervous system disorder NOS,389,Head tilt - neurological disorder (see also Head tilt - ear disorder),2523,C
1556,400632,Neurological disorders,14,Central nervous system disorders,94,Central nervous system infection and inflammation,390,Central nervous system infection and inflammation,632,C
1557,401372,Neurological disorders,14,Central nervous system disorders,94,Central nervous system infection NOS,730,Central nervous system infection NOS,1372,C
1558,400633,Neurological disorders,14,Central nervous system disorders,94,Encephalitis,391,Encephalitis,633,C
1559,401868,Neurological disorders,14,Central nervous system disorders,94,Encephalitis,391,Viral encephalitis,1868,C
1560,400666,Neurological disorders,14,Central nervous system disorders,94,Encephalopathy NOS,404,Encephalopathy NOS,666,C
1561,400636,Neurological disorders,14,Central nervous system disorders,94,Head pressing,2981,Head pressing,636,C
1562,402022,Neurological disorders,14,Central nervous system disorders,94,Head tremor,1183,Head bobbing,2022,C
1563,401900,Neurological disorders,14,Central nervous system disorders,94,Head tremor,1183,Head tremor,1900,C
1564,504391,Neurological disorders,14,Central nervous system disorders,94,Head tremor,1183,Head twitching,3110,C
1568,400635,Neurological disorders,14,Central nervous system disorders,94,Increased intracranial pressure,392,Cerebral oedema,635,C
1569,400634,Neurological disorders,14,Central nervous system disorders,94,Increased intracranial pressure,392,Increased intracranial pressure,634,C
1570,400637,Neurological disorders,14,Central nervous system disorders,94,Meningitis,393,Meningitis,637,C
1573,401621,Neurological disorders,14,Central nervous system disorders,94,Motor neurone disease,804,Motor neurone disease,1621,C
1576,401123,Neurological disorders,14,Central nervous system disorders,94,Myelitis,642,Myelitis,1123,C
1577,401124,Neurological disorders,14,Central nervous system disorders,94,Myelitis,642,Transverse myelitis,1124,C
1578,402873,Neurological disorders,14,Central nervous system disorders,94,Syringomyelia,1184,Syringomyelia,2873,C
1580,400638,Neurological disorders,14,Central nervous system vascular disorders,95,Cerebral vascular accident,394,Cerebral vascular accident,638,C
1581,402982,Neurological disorders,14,Central nervous system vascular disorders,95,Cerebral vascular accident,394,Intracranial bleeding,2982,C
1582,400639,Neurological disorders,14,Central nervous system vascular disorders,95,Cerebral vascular accident,394,Stroke,639,C
1583,400640,Neurological disorders,14,Congenital neurological disorders,96,Congenital neurological disorder NOS,395,Congenital neurological disorder NOS,640,C
1584,400641,Neurological disorders,14,Congenital neurological disorders,96,Hydrocephalus,396,Hydrocephalus,641,C
1585,401125,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Clonic seizure,1125,C
1586,400642,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Convulsion,642,C
1587,401397,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Convulsive disorder NOS,1397,C
1588,402771,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Defecation related to convulsion,2771,C
1589,402023,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Emprosthotonus,2023,C
1590,400643,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Fit,643,C
1591,400644,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Opisthotonus,644,C
1592,401226,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Paddling,1226,C
1593,504387,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Post ictal state,3106,C
1594,400645,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Seizure NOS,645,C
1595,401126,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Tonic seizure,1126,C
1596,400646,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Tonic-clonic seizure,646,C
1597,402772,Neurological disorders,14,Convulsions and epilepsy,97,Convulsion,397,Urination related to convulsion,2772,C
1598,401295,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Absence seizure,1295,C
1599,400647,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Epilepsy,647,C
1600,401443,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Epileptic fit,1443,C
1601,400648,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Epileptic seizure,648,C
1602,402727,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Grand mal seizure,2727,C
1603,402528,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Increased seizure frequency,2528,C
1604,401694,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Petit mal epilepsy,1694,C
1605,402473,Neurological disorders,14,Convulsions and epilepsy,97,Epileptic seizure,398,Status epilepticus,2473,C
1606,402770,Neurological disorders,14,Convulsions and epilepsy,97,Focal seizure,1138,Focal seizure,2770,C
1607,401127,Neurological disorders,14,Convulsions and epilepsy,97,Myoclonus,399,Extensor rigidity,1127,C
1608,401128,Neurological disorders,14,Convulsions and epilepsy,97,Myoclonus,399,Muscular hypertonicity,1128,C
1609,401631,Neurological disorders,14,Convulsions and epilepsy,97,Myoclonus,399,Myoclonic jerk,1631,C
1610,400650,Neurological disorders,14,Convulsions and epilepsy,97,Myoclonus,399,Myoclonus,650,C
1611,401131,Neurological disorders,14,Coordination and balance signs,98,Abnormal movement NOS,643,Abnormal movement NOS,1131,C
1612,400654,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Ataxia,654,C
1613,401341,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Balance impaired,1341,C
1614,400372,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Balance problem,372,C
1615,402471,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Central vestibular disorder,2471,C
1616,402634,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Cerebellar ataxia,2634,C
1617,400652,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Circling - neurological disorder (see also Behavioural disorders),652,C
1618,402466,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Clumsy,2466,A
1619,401133,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Drunken gait,1133,C
1620,400371,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Equilibrium disorder,371,C
1621,400651,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Falling,651,C
1622,401134,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Hind limb ataxia,1134,A
1623,401901,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Incoordination,1901,C
1624,400656,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Lack of coordination (see also Ear - vestibular disorder),656,C
1625,401248,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Locomotor disturbance,1248,C
1626,402472,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Paradoxical vestibular syndrome,2472,C
1627,400655,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Staggering,655,C
1628,400657,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Stumbling gait,657,C
1629,400653,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Unable to stand,653,C
1630,401858,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Unsteady gait,1858,C
1631,401902,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Walking difficulty,1902,C
1632,402871,Neurological disorders,14,Coordination and balance signs,98,Ataxia,400,Wobbliness,2871,C
1640,401137,Neurological disorders,14,Coordination and balance signs,98,Dysmetria,402,Dysmetria,1137,C
1641,400663,Neurological disorders,14,Coordination and balance signs,98,Dysmetria,402,Goose stepping,663,C
1642,400661,Neurological disorders,14,Coordination and balance signs,98,Dysmetria,402,High leg gait,661,C
1643,400662,Neurological disorders,14,Coordination and balance signs,98,Dysmetria,402,Hypermetria,662,C
1644,400664,Neurological disorders,14,Impaired consciousness,99,Coma,403,Coma,664,C
1645,400665,Neurological disorders,14,Impaired consciousness,99,Coma,403,Vegetative state,665,C
1646,400126,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Dullness,126,C
1647,401217,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Impaired consciousness,1217,C
1648,504389,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Obtunded,3108,C
1649,401724,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Reduced level of consciousness,1724,C
1650,401738,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Semi-conscious,1738,C
1651,402246,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Star-gazing,2246,C
1652,402635,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Staring,2635,C
1653,402636,Neurological disorders,14,Impaired consciousness,99,Impaired consciousness,663,Vacant,2636,C
1654,401345,Neurological disorders,14,Impaired consciousness,99,Loss of consciousness,405,Blackout,1345,C
1655,400668,Neurological disorders,14,Impaired consciousness,99,Loss of consciousness,405,Collapse (see also Cardio-vascular and Systemic disorders),668,C
1656,402084,Neurological disorders,14,Impaired consciousness,99,Loss of consciousness,405,Eyes rolling back,2084,C
1657,400667,Neurological disorders,14,Impaired consciousness,99,Loss of consciousness,405,Loss of consciousness,667,C
1658,401857,Neurological disorders,14,Impaired consciousness,99,Loss of consciousness,405,Unconscious,1857,C
1659,402247,Neurological disorders,14,Impaired consciousness,99,Loss of consciousness,405,Unresponsive to stimuli,2247,C
1660,401218,Neurological disorders,14,Impaired consciousness,99,Sedation,664,Prolonged anaesthesia,1218,C
1661,401904,Neurological disorders,14,Impaired consciousness,99,Sedation,664,Recovery prolonged,1904,C
1662,400111,Neurological disorders,14,Impaired consciousness,99,Sedation,664,Sedation,111,C
1663,401903,Neurological disorders,14,Impaired consciousness,99,Sedation,664,Sedation prolonged,1903,C
1664,400127,Neurological disorders,14,Impaired consciousness,99,Somnolence,68,Sleepiness - neurological disorder,127,C
1665,400110,Neurological disorders,14,Impaired consciousness,99,Somnolence,68,Somnolence,110,C
1666,401381,Neurological disorders,14,Mental impairment,217,Cognitive disorder NOS,734,Cognitive and attention disorders NOS,1381,C
1667,401382,Neurological disorders,14,Mental impairment,217,Cognitive disorder NOS,734,Cognitive disorder NOS,1382,C
1668,401383,Neurological disorders,14,Mental impairment,217,Cognitive disorder NOS,734,Cognitive disturbance,1383,C
1669,401384,Neurological disorders,14,Mental impairment,217,Cognitive disorder NOS,734,Cognitive impairment,1384,C
1670,401282,Neurological disorders,14,Mental impairment,217,Cognitive disorder NOS,734,Drowsiness - neurological disorder,1282,C
1671,400659,Neurological disorders,14,Mental impairment,217,Disorientation,401,Confusion,659,A
1672,504390,Neurological disorders,14,Mental impairment,217,Disorientation,401,Dazed,3109,C
1673,400660,Neurological disorders,14,Mental impairment,217,Disorientation,401,Disorientation,660,A
1674,401418,Neurological disorders,14,Mental impairment,217,Disorientation,401,Disoriented state,1418,C
1675,401392,Neurological disorders,14,Mental impairment,217,Disturbance in attention,748,Concentration impaired,1392,C
1676,401420,Neurological disorders,14,Mental impairment,217,Disturbance in attention,748,Disturbance in attention,1420,C
1677,401589,Neurological disorders,14,Mental impairment,217,Disturbance in attention,748,Loss of concentration,1589,C
1678,401701,Neurological disorders,14,Mental impairment,217,Disturbance in attention,748,Poor concentration,1701,C
1680,401609,Neurological disorders,14,Mental impairment,217,Mental confusion,747,Mental confusion,1609,C
1681,401611,Neurological disorders,14,Mental impairment,217,Mental impairment NOS,801,Mental function decreased,1611,C
1682,401612,Neurological disorders,14,Mental impairment,217,Mental impairment NOS,801,Mental impairment NOS,1612,C
1683,401620,Neurological disorders,14,Neurological disorders NOS,219,Neurological disorder NOS,812,Motor dysfunction NOS,1620,C
1684,401642,Neurological disorders,14,Neurological disorders NOS,219,Neurological disorder NOS,812,Nervous system disorder NOS,1642,C
1685,402728,Neurological disorders,14,Neurological disorders NOS,219,Neurological disorder NOS,812,Neurological disorder NOS,2728,C
1686,400630,Neurological disorders,14,Neurological disorders NOS,219,Neurological disorder NOS,812,Neurological signs NOS,630,C
1687,401648,Neurological disorders,14,Neurological disorders NOS,219,Neurological disorder NOS,812,Neurological symptoms NOS,1648,C
1688,401640,Neurological disorders,14,Neurological disorders NOS,219,Neurological pain,813,Nerve pain NOS,1640,C
1689,401646,Neurological disorders,14,Neurological disorders NOS,219,Neurological pain,813,Neuralgia,1646,C
1690,401647,Neurological disorders,14,Neurological disorders NOS,219,Neurological pain,813,Neurological pain NOS,1647,C
1691,401301,Neurological disorders,14,Neuromuscular disorders,101,Akinesia,345,Akinesia,1301,C
1692,401597,Neurological disorders,14,Neuromuscular disorders,101,Akinesia,345,Loss of voluntary movement,1597,C
1693,400670,Neurological disorders,14,Neuromuscular disorders,101,Anisocoria,407,Anisocoria,670,C
1694,400671,Neurological disorders,14,Neuromuscular disorders,101,Anisocoria,407,Unequal pupils,671,C
1695,400673,Neurological disorders,14,Neuromuscular disorders,101,Cholinergic disorder,408,Cholinergic disorder,673,C
1696,400672,Neurological disorders,14,Neuromuscular disorders,101,Cholinergic disorder,408,Organophosphate toxicity NOS,672,C
1697,401432,Neurological disorders,14,Neuromuscular disorders,101,Dyskinesia,753,Dyskinesia,1432,C
1698,401558,Neurological disorders,14,Neuromuscular disorders,101,Dyskinesia,753,Involuntary movement,1558,C
1699,400678,Neurological disorders,14,Neuromuscular disorders,101,Hyperreflexia,410,Hyperreflexia,678,C
1700,401532,Neurological disorders,14,Neuromuscular disorders,101,Hyperreflexia,410,Increased reflexes,1532,C
1701,401529,Neurological disorders,14,Neuromuscular disorders,101,Hypertonia,778,Hypertonia,1529,C
1702,401628,Neurological disorders,14,Neuromuscular disorders,101,Hypertonia,778,Muscle rigidity,1628,C
1703,401730,Neurological disorders,14,Neuromuscular disorders,101,Hypertonia,778,Rigidity,1730,C
1704,401731,Neurological disorders,14,Neuromuscular disorders,101,Hypertonia,778,Rigidity of limbs,1731,C
1705,402248,Neurological disorders,14,Neuromuscular disorders,101,Hypertonia,778,Tense muscles,2248,C
1706,400677,Neurological disorders,14,Neuromuscular disorders,101,Hyporeflexia,409,Depressed reflexes,677,C
1707,400675,Neurological disorders,14,Neuromuscular disorders,101,Hyporeflexia,409,Dull reflexes,675,C
1708,401220,Neurological disorders,14,Neuromuscular disorders,101,Hyporeflexia,409,Hyporeflexia,1220,C
1709,400676,Neurological disorders,14,Neuromuscular disorders,101,Hyporeflexia,409,Reduced reflexes,676,C
1710,400674,Neurological disorders,14,Neuromuscular disorders,101,Hyporeflexia,409,Slow reflexes,674,C
1711,402250,Neurological disorders,14,Neuromuscular disorders,101,Hypotonia,971,Flaccid muscles,2250,C
1712,402251,Neurological disorders,14,Neuromuscular disorders,101,Hypotonia,971,Hypotonia,2251,C
1713,402252,Neurological disorders,14,Neuromuscular disorders,101,Hypotonia,971,Limpness,2252,C
1714,400679,Neurological disorders,14,Neuromuscular disorders,101,Miosis,411,Constricted pupils,679,C
1715,400680,Neurological disorders,14,Neuromuscular disorders,101,Miosis,411,Miosis,680,C
1716,400683,Neurological disorders,14,Neuromuscular disorders,101,Muscle tremor,412,Chorea,683,C
